Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Comfort Living Senior Care,"3218 E Captain Dreyfus Ave, Phoenix, AZ 85032","$3,500",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/comfort-living-senior-care-phoenix,Unknown,(833) 975-1435,Not found
ACOYA Shea,"7373 E. Shea Blvd., Scottsdale, AZ 85260","$4,695",Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/acoya-shea,Unknown,(800) 558-0653,Not found
Villa Lindo Home,"6982 W Villa Lindo, Peoria, AZ 85383","$4,000",Assisted Living,https://www.caring.com/senior-living/arizona/peoria/provide-assisted-living-home-85383,Unknown,(800) 558-0653,Not found
Westminster Assisted Living & Memory Care of Cullman,"1841 Main Ave SW, Cullman, AL 35055","$3,650",Assisted Living,https://www.caring.com/senior-living/alabama/cullman/westminster-assisted-living-35055,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/al/cullman/westminster-assisted-living-of-cullman/53796/
The Palazzo,"6250 N 19th Ave, Phoenix, AZ 85015","$2,800",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/the-palazzo,Unknown,(800) 558-0653,Not found
The Palms at Sun City,"10101 W. Palmeras Drive, Sun City, AZ 85373","$2,900",Assisted Living,https://www.caring.com/senior-living/arizona/sun-city/the-palms-at-sun-city,Unknown,(800) 558-0653,Not found
Second Home Assisted Living,"5913 Bramblewood Place, Montgomery, AL 36116","$2,400",Assisted Living,https://www.caring.com/senior-living/alabama/montgomery/second-home-assisted-living-36116,Unknown,(800) 558-0653,Not found
Well Heeled Senior Care 68th Place,"14203 N 68th Place, Scottsdale, AZ 85254","$4,800",Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/well-heeled-senior-care-68th-place,Unknown,(800) 558-0653,Not found
Gran's Home,"428 S. Foster St., Dothan, AL 36301",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/dothan/gran-s-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/al/dothan/gran-s-home-ii/43/
Grand South Senior Living,"450 John D Odom Rd , Dothan, AL 36303",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/dothan/grand-south-senior-living-36303,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/al/dothan/grand-south-senior-living-assisted-living-facility/53776/
A Paradise for Parents Assisted Living & Memory Care,"15257 N 135th Dr, Surprise, AZ 85379","$3,800",Assisted Living,https://www.caring.com/senior-living/arizona/surprise/a-paradise-for-parents-assisted-living-memory-care-surprise,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/a-paradise-for-parents-care/48332/
Home of Grace For Women,"394 Aldock Rd, Hayden, AL 36613",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/hayden/home-of-grace-for-women,Unknown,(800) 558-0653,Not found
House of Shalom Assisted Living,"2745 Meadow Wood Circle, Anchorage, AK 99516",Not available,Assisted Living,https://www.caring.com/senior-living/alaska/anchorage/house-of-shalom-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ak/anchorage/house-of-shalom-e-52nd/485/
Colony Manor Assisted Living,"4851 East Blue Lupine Drive, Wasilla, AK 99654",Not available,Assisted Living,https://www.caring.com/senior-living/alaska/wasilla/colony-manor-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ak/wasilla/colony-manor/278/
ABC Senior Living,"10415 Jamestown Dr, Anchorage, AK 99507","$1,100",Assisted Living,https://www.caring.com/senior-living/alaska/anchorage/abc-senior-living,Unknown,(800) 558-0653,Not found
Residences at Wellpoint,"2940 Mill Run Road SE, Huntsville, AL 35763","$4,195",Assisted Living,https://www.caring.com/senior-living/alabama/huntsville/residences-at-wellpoint,Unknown,(800) 558-0653,Not found
KIWI Assisted Living Homes,"4030 Defiance Street, Anchorage, AK 99501",Not available,Assisted Living,https://www.caring.com/senior-living/alaska/anchorage/kiwi-assisted-living-homes,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ak/anchorage/kiwi-assisted-living-home/53954/
Second Home Family Assisted Living,"4506 Teri Court, Montgomery, AL 36106","$2,400",Assisted Living,https://www.caring.com/senior-living/alabama/montgomery/second-home-family-assisted-living-36106,Unknown,(800) 558-0653,Not found
Home Sweet Home-Mobile,"4030 E. Dawes Ln., Mobile, AL 36619",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/mobile/home-sweet-home-mobile,Unknown,(800) 558-0653,Not found
Community One,"3205 Norwood Blvd, Birmingham, AL 35234",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/birmingham/community-one,Unknown,(800) 558-0653,Not found
Traditions Condominiums,"3218 Veterans Memorial Parkway, Tuscaloosa, AL 35404",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/tuscaloosa/traditions-condominiums,Unknown,(800) 558-0653,Not found
Magnolia Wood Lodge IV,"1655 Elba Hwy, Troy, AL 36079",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/troy/magnolia-wood-lodge-iv,Unknown,(800) 558-0653,Not found
Home Sweet Home,"6678 Old U.S. 31, Gardendale, AL 35071",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/gardendale/home-sweet-home-gardendale,Unknown,(800) 558-0653,Not found
Meadow Assisted Living Care,"16610 N Meadow Park Dr, Sun City, AZ 85351",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/sun-city/meadow-assisted-living-care-85351,Unknown,(800) 558-0653,Not found
Heritage Manor Inc,"310 W Mobile St, Florence, AL 35630",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/florence/heritage-manor-inc,Unknown,(800) 558-0653,Not found
Country Place Memory Care of Greenville,"3108 Luverne Rd, Greenville, AL 36037","$4,000",Assisted Living,https://www.caring.com/senior-living/alabama/greenville/country-place-memory-care-of-greenville-greenville,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/al/greenville/country-place-memory-care-of-greenville/164/
Vista Living Senior Care Camelback,"5528 E. Calle Tuberia, Phoenix, AZ 85018","$5,000",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/vista-living-senior-care-camelback,Unknown,(800) 558-0653,Not found
Westminster Assisted Living & Memory Care of Decatur,"2106 Modaus Rd SW, Decatur, AL 35603",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/decatur/westminster-al-of-decatur-35603,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/al/decatur/westminster-assisted-living-of-decatur/53797/
Matters of Senior Living,"4647 W Moon Blossom Ln, Phoenix, AZ 85083",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/matters-of-senior-living-85083,Unknown,(800) 558-0653,Not found
The Gables at Charlton Place Assisted Living,"95 Charlton Place, Deatsville, AL 36022","$3,100",Assisted Living,https://www.caring.com/senior-living/alabama/deatsville/the-gables-at-charlton-place-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/al/deatsville/the-gables-at-charlton-place-assisted-living-community/1/
Boswell Assisted Living,"14421 NORTH BOSWELL Boulevard, , Sun City, AZ 85351",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/sun-city/boswell-assisted-living,Unknown,(800) 558-0653,Not found
LifeStream at Youngtown,"11555 W Peoria Ave, Youngtown, AZ 85363","$1,400",Assisted Living,https://www.caring.com/senior-living/arizona/youngtown/lifestream-at-youngtown,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/youngtown/lifestream-at-youngtown/2508/
"Grace Hill Assisted Livings, LLC","4550 E Bajada Rd, Cave Creek, AZ 85331","$3,500",Assisted Living,https://www.caring.com/senior-living/arizona/cave-creek/grace-hill-assisted-livings-llc,Unknown,(844) 643-0750,Not found
Az Life Assisted Living Home Ii,"9438 W Donald Dr, Peoria, AZ 85383",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/az-life-assisted-living-home-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/peoria/az-life-assisted-living-home/48413/
Solana Senior Living,"16896 W Vereda Solana, Surprise, AZ 85387",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/solana-senior-living,Unknown,(800) 558-0653,Not found
Monte Cristo Adult Care Home,"15835 North 6th Place, Phoenix, AZ 85022","$3,000",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/monte-cristo-adult-care-home-85022,Unknown,(800) 558-0653,Not found
Living Waters,"5601 West Winnwood Avenue, Glendale, AZ 85304","$2,500",Assisted Living,https://www.caring.com/senior-living/arizona/glendale/living-waters-85304,Unknown,(800) 558-0653,Not found
Shadow Ridge Adult Care Home - Closed,"4509 E Acoma Dr, Phoenix, AZ 85032",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/shadow-ridge-adult-care-home-closed-phoenix,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/shadow-ridge-assisted-living-home/1990/
Grandview Terrace,"14515 West Granite Valley Drive, Sun City West, AZ 85375",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/sun-city-west/grandview-terrace-85375,Unknown,(800) 558-0653,Not found
A Sunny Pine Assisted Living - CLOSED,"707 West Drey Drive, Phoenix, AZ 85021",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/a-sunny-pine-assisted-living-closed,Unknown,(800) 558-0653,Not found
Approved Facility-Luxury Senior Care Assisted Living,"2301 E Lone Cactus Dr, Phoenix, AZ 85024",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/approved-facility-luxury-senior-care-assisted-living-85024,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/approved-facility/48388/
The Illingworth Assisted Living Center at Royal Oaks,"10015 W. Royal Oak Road, Sun City, AZ 85351",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/sun-city/the-illingworth-assisted-living-center-at-royal-oaks,Unknown,(800) 558-0653,Not found
Stetson Premier Care,"25816 N. Fernbush Drive, Phoenix, AZ 85083",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/stetson-premier-care-85083,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/stetson-premier-care/48837/
The Right Care Assisted Living,"12309 W. Dove Wing Way, Peoria, AZ 85383","$3,500",Assisted Living,https://www.caring.com/senior-living/arizona/peoria/the-right-care-assisted-living,Unknown,(800) 558-0653,Not found
BeeHive Homes of Arrowhead,"17202 N. 69th Avenue, Glendale, AZ 85306","$4,750",Assisted Living,https://www.caring.com/senior-living/arizona/glendale/beehive-homes-of-arrowhead,Unknown,(800) 558-0653,Not found
Sagewood,"4555 East Mayo Blvd, Phoenix, AZ 85050","$8,456",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/sagewood-85050,Unknown,(800) 558-0653,Not found
Affinity Hospice of Life,"1661 East Camelback Road, Suite 350, Phoenix, AZ 85016",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/affinity-hospice-of-life-85016,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/az/phoenix/affinity-hospice-of-life/53810/
Joyful Haven Assisted Living Home LLC,"18027 N 27th Drive, Phoenix, AZ 85053","$3,000",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/joyful-haven-assisted-living-home-llc,Unknown,(800) 558-0653,Not found
LifeStream at Sun City,"12415 North 103rd Ave., Sun City, AZ 85351",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/sun-city/lifestream-at-sun-city,Unknown,(800) 558-0653,Not found
Approved Assisted Living Home,"15433 N 37th St, Phoenix, AZ 85032",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/approved-assisted-living-home-85032,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/approved-facility/48388/
United Assisted Care Home,"6713 West Bloomfield Road, Peoria, AZ 85381",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/united-assisted-care-home-85381,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/az/peoria/united-home-health/78132/
Fountain Retirement Hotel,"12030 North 113TH Avenue, Youngtown, AZ 85363",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/youngtown/fountain-retirement-hotel-85363,Unknown,(800) 558-0653,Not found
Kivel Campus of Care,"3020 N. 36Th St., Phoenix, AZ 85018",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/kivel-campus-of-care,Unknown,(800) 558-0653,Not found
Deer Valley Senior Living,"20221 N 29th Ave, Phoenix, AZ 85027","$3,699",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/deer-valley-senior-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/deer-valley-care-home/48470/
Tramonto Desert Rose Assisted Living,"2405 W Florentine Rd, Phoenix, AZ 85086",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/tramonto-desert-rose-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/tramonto-assisted-living/1733/
"Truewood by Merrill, Scottsdale","9185 E Desert Cove Ave, Scottsdale, AZ 85260","$2,610",Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/truewood-by-merrill-scottsdale,Unknown,(800) 558-0653,Not found
Bella Vita Assisted Living at Cholla,"4511 E Cholla Street, Phoenix, AZ 85028",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/bella-vita-assisted-living-at-cholla-85028,Unknown,(800) 558-0653,Not found
Gem House Senior Care,"7432 W Glenrosa Ave, Phoenix, AZ 85033",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/gem-house-senior-care,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/gem-house-senior-care/2676/
Paradise Heights Adult Home,"12035 EAST MOUNTAIN VIEW, Scottsdale, AZ 85259",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/paradise-heights-adult-home-85259,Unknown,(800) 558-0653,Not found
Assisted Living America,"4340 East Indian School Road, Phoenix, AZ 85018",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/assisted-living-america-85253,Unknown,(800) 558-0653,Not found
Sun City West,"13810 West Sandridge Dr., Sun City West, AZ 85375",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/sun-city-west/sun-city-west,Unknown,(800) 558-0653,Not found
Arabian Views,"5510 E. Woodridge, Scottsdale, AZ 85254","$2,300",Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/arabian-views,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/scottsdale/arabian-views-assisted-living-one/1784/
First Family Medical: Fisher Kenneth M MD,"1444 West Bethany Home Road, Phoenix, AZ 85013",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/first-family-medical-fisher-kenneth-m-md,Unknown,(800) 558-0653,Not found
Mayo Assisted Living of Scottsdale,"12900 EAST SAHUARO DRIVE, Scottsdale, AZ 85259",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/mayo-assisted-living-of-scottsdale-85259,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/scottsdale/assisted-living-of-scottsdale/872/
Pleasant Valley Assisted Living,"9796 West Sydney Way, Peoria, AZ 85383",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/pleasant-valley-assisted-living-85383,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/peoria/pleasant-valley-adult-care-home/48696/
BridgeWater Assisted Living,"2641 W. Union Hills Dr, Phoenix, AZ 85027",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/bridgewater-assisted-living,Unknown,(800) 558-0653,Not found
Life Care at Home of Arizona,"1661 E Camelback Road, Suite 255, Phoenix, AZ 85016",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/life-care-at-home-of-arizona-phoenix,Unknown,(800) 558-0653,Not found
Pine Summit Care Home,"7321 North 82nd Drive, Glendale, AZ 85303",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/pine-summit-care-home,Unknown,(800) 558-0653,Not found
Golden Life Asst Lvng Hm,"4113 W Hayward Ave, Phoenix, AZ 85051",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/golden-life-asst-lvng-hm,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/golden-life/48538/
Bridge Loyal Assisted Living - CLOSED,"8425 E. Cactus Rd, Scottsdale, AZ 85260",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/bridge-loyal-assisted-living-closed,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/mesa/bridge-loyal-homecare/996/
All-Yours Assisted Living,"16008 North 60th Street, Scottsdale, AZ 85254",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/all-yours-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/scottsdale/all-yours-assisted-living/849/
Starlight Care Senior Ii,"3002 W Angela Dr, Phoenix, AZ 85053",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/starlight-care-senior-ii,Unknown,(800) 558-0653,Not found
Charleston Assisted Livin,"1532 W Charleston Ave, Phoenix, AZ 85023",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/charleston-assisted-livin,Unknown,(800) 558-0653,Not found
Edelweiss Assisted Living,"19918 N 65Th Ave, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/edelweiss-assisted-living,Unknown,(800) 558-0653,Not found
Family Matters Ii,"7242 W Briles Rd, Peoria, AZ 85383",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/family-matters-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/peoria/family-matters-ii/1995/
Celestial Care,"2730 West Agua Fria Fwy #207, Phoenix, AZ 85027",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/celestial-care-cleveland,Unknown,(800) 558-0653,Not found
Olari's Adult Foster Care Home,"25851 N Central Ave, Phoenix, AZ 85085",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/olari-s-adult-foster-care-home,Unknown,(800) 558-0653,Not found
Park Place Residences,"7150 E Gary Rd, Scottsdale, AZ 85254",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/park-place-residences,Unknown,(800) 558-0653,Not found
Joyful Family Assisted Living Home LLC,"3906 N 112th Ln, Avondale, AZ 85392",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/avondale/joyful-family-assisted-living-home-llc,Unknown,(800) 558-0653,Not found
New Paradise,"5554 E Campo Bello Dr, Scottsdale, AZ 85254",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/scottsdale/new-paradise-scottsdale,Unknown,(800) 558-0653,Not found
Harpers Haven Assisted Living,"13435 N Coral Gables Dr, Phoenix, AZ 85023","$6,000",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/harpers-haven-assisted-living,Unknown,(800) 558-0653,Not found
Compassion Assisted Livin,"3514 W Sands Dr, Glendale, AZ 85310",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/compassion-assisted-livin,Unknown,(800) 558-0653,Not found
Crescent Surprise Assiste,"15244 W Watson Ln, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/crescent-surprise-assiste,Unknown,(800) 558-0653,Not found
Soft Touch Assisted Livin,"3569 E Utopia Rd, Phoenix, AZ 85050",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/soft-touch-assisted-livin,Unknown,(800) 558-0653,Not found
Dahlia Care Llc,"14941 W Dahlia Dr, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/dahlia-care-llc,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/dahlia-care/48467/
Imperium Alh,"4727 W Oraibi Dr, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/imperium-alh,Unknown,(800) 558-0653,Not found
Grace Living Care,"8340 N 86Th Ln, Peoria, AZ 85345",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/grace-living-care,Unknown,(800) 558-0653,Not found
Nina's Care Home Llc,"3002 W Angela Dr, Phoenix, AZ 85053",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/nina-s-care-home-llc,Unknown,(800) 558-0653,Not found
Horizon Care Home,"10802 N. 57th Drive, Glendale, AZ 85304",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/horizon-care-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/horizon-care-home/2698/
Golden Horizons,"4016 W Wagon Wheel Dr, Phoenix, AZ 85051",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/golden-horizons-phoenix,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/golden-life/48538/
Clover Fields Assisted Li,"5225 W Topeka Dr, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/clover-fields-assisted-li,Unknown,(800) 558-0653,Not found
Oasis Group Home Llc,"2206 W Spur Dr, Phoenix, AZ 85085",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/oasis-group-home-llc,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/oasis-care-homes/1445/
Tatum Quality Care Alh,"4558 East Libby St, Phoenix, AZ 85032",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/tatum-quality-care-alh,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/tatum-quality-care-assisted-living-home/1690/
Sunnyside Scottsdale Llc,"14836 N Hana Maui Dr, Phoenix, AZ 85022",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/sunnyside-scottsdale-llc,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/scottsdale/sunnyside-scottsdale/2206/
Gwee's Comfort Assisted L,"3135West Hayward Ave, Phoenix, AZ 85051",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/gwee-s-comfort-assisted-l,Unknown,(800) 558-0653,Not found
Heritage Living Center,"17442 North 28Th Street, Phoenix, AZ 85032",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/heritage-living-center-phoenix,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/heritage-care-home/2444/
Spring Valley Adult Care Home,"5941 W Audrey Ln, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/spring-valley-adult-care-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/spring-valley/1069/
